id,y_2011,y_2012,y_2013,y_2014,y_2015
37081010100,62.88300836,67.35202492,69.60322798,67.21611722,75.72649573
37081010200,45.08949059,40.33136632,35.92469546,39.17525773,40.22753129
37081010300,26.49199418,34.56452348,31.81083266,40.60893634,38.65355522
37081010401,5.380333952,4.499366286,3.89129092,0.819672131,0.714285714
37081010403,13.23529412,17.36654804,18.15306768,15.22425774,12.79650437
37081010404,2.992891882,9.700176367,9.455481972,5.847076462,3.733333333
37081010500,1.559865093,1.665166517,2.403138794,5.473306415,5.012964564
37081010601,12.16911765,11.60746979,15.91230552,14.06640486,12.6512271
37081010602,9.702819406,14.28571429,9.005481597,10.41925081,15.44495537
37081010701,8.664021164,7.478005865,5.767940979,3.687221869,4.540295119
37081010702,29.8453997,30.14931479,31.29707113,29.22566372,29.34262081
37081010800,23.82319173,27.23939235,35.26570048,33.33333333,31.88021228
37081010900,42.38792721,41.69960474,48.03471159,48.56321839,47.66039556
37081011000,81.15981487,82.37324131,84.26521524,83.88770937,84.59214502
37081011101,87.7675841,88.52345906,88.1190368,88.76251137,87.42829828
37081011102,99.03448276,99.74905897,98.99546338,99.08132018,98.94089511
37081011200,83.30708661,82.8540305,81.63570361,81.64835165,80.78238563
37081011300,91.82995682,91.52768512,94.66437177,88.35871404,91.58031088
37081011400,95.43717152,93.63304982,94.87353207,93.76764387,90.71668064
37081011500,45.76334453,45.75586095,41.1033411,45.05015264,42.99107143
37081011601,46.16019818,36.10995419,50.86086552,44.66871435,38.67313916
37081011602,25.93552101,31.51387214,33.60946746,41.29952456,39.543379
37081011904,67.65115631,65.81779995,65.63752062,64.1924249,63.68235812
37081011905,62.67040898,71.19273628,61.460217,60.84873374,62.80765725
37081012503,9.856670342,4.386694387,12.60813149,11.33156966,11.93929926
37081012504,48.15661618,53.83973289,49.45978391,47.87610619,45.08686984
37081012505,1.230694981,1.196458483,2.383134739,2.98573975,3.302097278
37081012508,9.778166959,7.51604033,4.084084084,4.453196001,6.965944272
37081012509,1.247689464,2.61143629,5.829191143,4.615384615,6.471095772
37081012510,3.747657714,3.622291022,3.268991283,4.131976565,5.543237251
37081012511,3.481143804,2.862254025,3.093211542,3.540728612,2.931661949
37081012601,44.38996794,44.50520374,36.95183321,37.13583714,41.14196998
37081012604,55.53971487,61.76413445,61.04835863,55.13063234,58.35533761
37081012607,27.96,33.60905529,38.26311264,39.02869757,40.24064171
37081012608,57.66182299,49.8487395,45.69807753,42.98425736,38.84089273
37081012609,43.30618893,44.58287336,43.02968568,46.09655539,48.11067772
37081012610,49.53467427,50.88050314,47.57065735,43.17223484,43.92608301
37081012611,45.33043748,50.53258145,48.98419865,47.96291093,57.88790867
37081012612,69.95820272,69.17651208,69.32962834,74.29610883,66.74197192
37081012617,57.42717046,55.35033714,62.29459217,62.16387219,57.0618095
37081012703,30.36846276,35.51901336,41.68186793,37.22751323,38.20395738
37081012704,56.55036208,44.82071713,43.65482234,49.24462522,47.35166425
37081012705,92.45947851,93.04055676,93.5793731,94.78305785,93.5149541
37081012706,88.36817262,84.75630833,83.21259843,87.28015075,89.42558747
37081012707,60.97037355,74.75680934,70.22074136,75.43713572,76.60377358
